2017-05-17,2000-01-01 05:27:29.566,2017-05-17 05-27-29.566.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:27:29.566,2017-05-17 05-27-29.566.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:27:29.566,2017-05-17 05-27-29.566.jpg,87,460,342,1079,0.6219608187675476
2017-05-17,2000-01-01 05:27:40.330,2017-05-17 05-27-40.330.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:27:40.330,2017-05-17 05-27-40.330.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:27:40.330,2017-05-17 05-27-40.330.jpg,87,460,342,1079,0.6219608187675476
2017-05-17,2000-01-01 05:27:51.103,2017-05-17 05-27-51.103.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:27:51.103,2017-05-17 05-27-51.103.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:27:51.103,2017-05-17 05-27-51.103.jpg,87,460,342,1079,0.6219608187675476
2017-05-17,2000-01-01 05:28:01.872,2017-05-17 05-28-01.872.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:28:01.872,2017-05-17 05-28-01.872.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:28:01.872,2017-05-17 05-28-01.872.jpg,87,460,342,1079,0.6219608187675476
2017-05-17,2000-01-01 05:28:12.812,2017-05-17 05-28-12.812.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:28:12.812,2017-05-17 05-28-12.812.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:28:12.812,2017-05-17 05-28-12.812.jpg,87,460,342,1079,0.6219608187675476
2017-05-17,2000-01-01 05:28:23.588,2017-05-17 05-28-23.588.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:28:23.588,2017-05-17 05-28-23.588.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:28:23.588,2017-05-17 05-28-23.588.jpg,87,460,342,1079,0.6219608187675476
2017-05-17,2000-01-01 05:28:34.356,2017-05-17 05-28-34.356.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:28:34.356,2017-05-17 05-28-34.356.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:28:34.356,2017-05-17 05-28-34.356.jpg,87,460,342,1079,0.6219608187675476
2017-05-17,2000-01-01 05:28:45.119,2017-05-17 05-28-45.119.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:28:45.119,2017-05-17 05-28-45.119.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:28:45.119,2017-05-17 05-28-45.119.jpg,87,460,342,1079,0.6219608187675476
2017-05-17,2000-01-01 05:28:55.889,2017-05-17 05-28-55.889.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:28:55.889,2017-05-17 05-28-55.889.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:28:55.889,2017-05-17 05-28-55.889.jpg,87,460,342,1079,0.6219608187675476
2017-05-17,2000-01-01 05:29:06.656,2017-05-17 05-29-06.656.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:29:06.656,2017-05-17 05-29-06.656.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:29:06.656,2017-05-17 05-29-06.656.jpg,87,460,342,1079,0.6219608187675476
2017-05-17,2000-01-01 05:29:17.623,2017-05-17 05-29-17.623.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:29:17.623,2017-05-17 05-29-17.623.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:29:17.623,2017-05-17 05-29-17.623.jpg,87,460,342,1079,0.6219608187675476
2017-05-17,2000-01-01 05:29:28.403,2017-05-17 05-29-28.403.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:29:28.403,2017-05-17 05-29-28.403.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:29:28.403,2017-05-17 05-29-28.403.jpg,87,460,342,1079,0.6219608187675476
2017-05-17,2000-01-01 05:29:39.190,2017-05-17 05-29-39.190.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:29:39.190,2017-05-17 05-29-39.190.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:29:39.190,2017-05-17 05-29-39.190.jpg,87,460,342,1079,0.6219608187675476
2017-05-17,2000-01-01 05:29:49.950,2017-05-17 05-29-49.950.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:29:49.950,2017-05-17 05-29-49.950.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:29:49.950,2017-05-17 05-29-49.950.jpg,87,460,342,1079,0.6219608187675476
2017-05-17,2000-01-01 05:30:00.733,2017-05-17 05-30-00.733.jpg,1665,259,1915,1036,0.5954559445381165
2017-05-17,2000-01-01 05:30:00.733,2017-05-17 05-30-00.733.jpg,1113,275,1470,1079,0.5906121134757996
2017-05-17,2000-01-01 05:30:00.733,2017-05-17 05-30-00.733.jpg,87,460,342,1079,0.6219608187675476
