output_00001.jpg,1,534,85,616,263,0.0594890229404
output_00002.jpg,1,507,32,679,336,0.0721920803189
output_00003.jpg,1,533,85,619,265,0.0621654465795
output_00004.jpg,1,533,86,619,266,0.0614415481687
output_00004.jpg,1,653,71,829,493,0.0505436211824
output_00005.jpg,1,536,87,622,265,0.0601946786046
output_00005.jpg,1,649,67,829,499,0.0565160997212
output_00006.jpg,1,540,86,624,262,0.0612554699183
output_00006.jpg,1,650,66,826,502,0.0532869137824
output_00007.jpg,1,646,64,828,504,0.0626346617937
output_00007.jpg,1,539,86,623,262,0.0601879097521
output_00008.jpg,1,644,62,826,506,0.0637095868587
output_00008.jpg,1,541,90,623,264,0.0518565475941
output_00009.jpg,1,631,56,829,514,0.0888617560267
output_00010.jpg,1,627,55,829,515,0.0959685817361
output_00011.jpg,1,621,54,827,518,0.104553334415
output_00012.jpg,1,621,55,823,517,0.0977876335382
output_00013.jpg,1,623,55,823,519,0.107660375535
output_00014.jpg,1,626,58,824,520,0.0981798321009
output_00015.jpg,1,628,62,824,518,0.0921393856406
output_00016.jpg,1,634,65,824,517,0.0790847092867
output_00016.jpg,1,549,92,623,254,0.05578225106
output_00017.jpg,1,633,67,823,517,0.0808304399252
output_00017.jpg,1,552,93,624,255,0.0555874146521
output_00018.jpg,1,637,68,821,516,0.0693003982306
output_00018.jpg,1,553,95,625,255,0.0507921762764
output_00019.jpg,1,641,73,817,513,0.0607052110136
output_00019.jpg,1,553,94,627,258,0.0589857175946
output_00019.jpg,1,540,176,646,472,0.0511545278132
output_00020.jpg,1,540,174,638,470,0.0597694851458
output_00020.jpg,1,556,95,624,251,0.054303355515
output_00020.jpg,1,649,78,815,510,0.0535015612841
output_00021.jpg,1,543,164,643,474,0.0689899623394
output_00021.jpg,1,559,95,625,255,0.0565837584436
output_00021.jpg,1,649,78,811,510,0.0559006668627
output_00022.jpg,1,539,157,643,477,0.080105856061
output_00022.jpg,1,553,92,623,252,0.0663292631507
output_00022.jpg,1,576,69,676,295,0.0536181367934
output_00023.jpg,1,538,157,640,475,0.0735800340772
output_00023.jpg,1,553,95,621,253,0.067347496748
output_00023.jpg,1,578,71,674,295,0.0606829412282
output_00024.jpg,1,537,155,639,477,0.0842239186168
output_00024.jpg,1,551,90,621,248,0.0794381573796
output_00024.jpg,1,579,71,671,281,0.0737532377243
output_00024.jpg,1,652,84,814,506,0.0552298501134
output_00025.jpg,1,536,148,640,482,0.109814293683
output_00025.jpg,1,552,95,618,243,0.0674838498235
output_00026.jpg,1,529,152,639,484,0.097674369812
output_00026.jpg,1,551,101,619,247,0.0629868879914
output_00027.jpg,1,530,154,632,484,0.0988078787923
output_00027.jpg,1,550,95,618,247,0.0735967382789
output_00027.jpg,1,571,76,663,282,0.0577265769243
output_00028.jpg,1,530,157,630,481,0.0935631245375
output_00028.jpg,1,552,97,618,249,0.071956589818
output_00028.jpg,1,572,76,664,286,0.0509993359447
output_00029.jpg,1,527,157,629,479,0.0995003208518
output_00029.jpg,1,555,105,617,249,0.0553444623947
output_00030.jpg,1,526,160,624,478,0.0870326906443
output_00030.jpg,1,553,104,617,250,0.0565446354449
output_00031.jpg,1,524,159,624,477,0.0810544043779
output_00031.jpg,1,553,103,619,253,0.0560221970081
output_00032.jpg,1,523,159,621,481,0.0791061073542
output_00033.jpg,1,524,163,620,479,0.0622915737331
output_00033.jpg,1,551,102,621,254,0.053181540221
output_00034.jpg,1,526,164,618,480,0.0604772008955
output_00035.jpg,1,525,159,619,485,0.0604825913906
output_00036.jpg,1,524,153,624,487,0.0800689980388
output_00036.jpg,1,557,102,621,246,0.051687490195
output_00037.jpg,1,522,151,622,491,0.0799412056804
output_00038.jpg,1,525,153,623,489,0.0763594806194
output_00038.jpg,1,558,105,620,247,0.0506339408457
output_00043.jpg,1,517,85,675,531,0.589097559452
output_00044.jpg,1,513,79,683,531,0.673084080219
output_00045.jpg,1,515,78,685,534,0.670304119587
output_00046.jpg,1,505,74,689,536,0.726978182793
output_00047.jpg,1,522,158,646,480,0.0994785353541
output_00048.jpg,1,517,76,693,524,0.784320056438
output_00049.jpg,1,521,77,697,523,0.775536179543
output_00050.jpg,1,535,175,643,465,0.0760826766491
output_00051.jpg,1,537,183,643,459,0.0669710338116
output_00052.jpg,1,533,181,647,457,0.0690796971321
output_00053.jpg,1,539,193,643,449,0.0504808276892
output_00055.jpg,1,540,198,642,444,0.052319932729
output_00056.jpg,1,541,202,643,438,0.0512149035931
output_00060.jpg,1,542,208,634,438,0.05313488096
output_00062.jpg,1,540,208,636,438,0.0525876134634
output_00072.jpg,1,555,107,625,251,0.0516935288906
output_00076.jpg,1,522,96,676,486,0.629505395889
output_00078.jpg,1,526,102,680,492,0.569117665291
output_00080.jpg,1,552,168,656,420,0.0741689279675
output_00082.jpg,1,515,102,683,486,0.465786635876
output_00083.jpg,1,517,106,679,482,0.480040580034
output_00084.jpg,1,524,114,678,470,0.37318316102
output_00085.jpg,1,528,129,674,451,0.30951833725
output_00085.jpg,1,565,111,635,245,0.0911509841681
output_00085.jpg,1,585,102,667,268,0.08771789819
output_00086.jpg,1,529,126,675,448,0.327852606773
output_00086.jpg,1,566,111,636,247,0.0938628688455
output_00086.jpg,1,586,101,668,271,0.0892562717199
output_00087.jpg,1,522,127,666,447,0.410819649696
output_00087.jpg,1,572,105,660,275,0.0984735041857
output_00087.jpg,1,558,115,630,251,0.0944532081485
output_00088.jpg,1,530,131,664,443,0.304186522961
output_00088.jpg,1,560,113,626,245,0.0915190950036
output_00088.jpg,1,579,105,659,265,0.0857354551554
output_00089.jpg,1,528,134,662,446,0.326133936644
output_00089.jpg,1,559,114,627,242,0.0863297134638
output_00089.jpg,1,576,104,660,262,0.0855230614543
output_00090.jpg,1,534,136,658,446,0.34737303853
output_00090.jpg,1,576,108,660,266,0.091804869473
output_00090.jpg,1,558,118,626,246,0.0847644582391
output_00090.jpg,1,533,230,615,428,0.0777827352285
output_00091.jpg,1,531,131,661,443,0.371499836445
output_00091.jpg,1,567,103,665,275,0.127259612083
output_00091.jpg,1,555,114,633,252,0.0957489907742
output_00091.jpg,1,529,233,613,429,0.0683915689588
output_00092.jpg,1,544,133,660,443,0.323430716991
output_00092.jpg,1,569,102,663,278,0.128523662686
output_00092.jpg,1,555,114,631,256,0.0920148789883
output_00092.jpg,1,535,232,611,430,0.0708803758025
output_00093.jpg,1,566,97,662,277,0.197842210531
output_00093.jpg,1,531,233,607,437,0.0563735365868
output_00094.jpg,1,571,98,659,274,0.21805408597
output_00095.jpg,1,568,99,658,269,0.205515176058
output_00095.jpg,1,543,133,667,431,0.182524815202
output_00096.jpg,1,564,94,654,282,0.166684836149
output_00097.jpg,1,565,97,653,297,0.0831116586924
output_00097.jpg,1,551,113,619,265,0.072934307158
output_00097.jpg,1,537,211,613,451,0.0664494857192
output_00098.jpg,1,542,141,646,421,0.138725355268
output_00098.jpg,1,568,97,656,299,0.0598672069609
output_00098.jpg,1,554,119,622,265,0.0597701631486
output_00098.jpg,1,538,216,614,456,0.0586250126362
output_00099.jpg,1,561,96,645,296,0.174008175731
output_00100.jpg,1,559,98,641,294,0.205308750272
output_00101.jpg,1,555,93,645,295,0.277340739965
output_00102.jpg,1,550,94,640,298,0.268254488707
