Date,Timestamp,Filename,TopLeftX,TopLeftY,BottomRightX,BottomRightY,Confidence
2017-05-16,2000-01-01 20:33:58.982,2017-05-16 20-33-58.982.jpg,1522,442,1796,838,0.7241621613502502
2017-05-16,2000-01-01 20:33:59.474,2017-05-16 20-33-59.474.jpg,1519,441,1796,836,0.7250865697860718
2017-05-16,2000-01-01 20:33:59.955,2017-05-16 20-33-59.955.jpg,1519,442,1796,836,0.7186460494995117
2017-05-16,2000-01-01 20:34:00.453,2017-05-16 20-34-00.453.jpg,1519,442,1796,837,0.7158486247062683
2017-05-16,2000-01-01 20:34:00.934,2017-05-16 20-34-00.934.jpg,1519,442,1796,836,0.7243538498878479
2017-05-16,2000-01-01 20:34:01.473,2017-05-16 20-34-01.473.jpg,1519,441,1795,836,0.7223440408706665
2017-05-16,2000-01-01 20:34:01.954,2017-05-16 20-34-01.954.jpg,1515,441,1797,837,0.7232671976089478
2017-05-16,2000-01-01 20:34:02.459,2017-05-16 20-34-02.459.jpg,1518,441,1796,836,0.7234365940093994
2017-05-16,2000-01-01 20:34:02.952,2017-05-16 20-34-02.952.jpg,1515,442,1797,837,0.7221280336380005
2017-05-16,2000-01-01 20:34:03.445,2017-05-16 20-34-03.445.jpg,1518,440,1797,839,0.7147233486175537
2017-05-16,2000-01-01 20:34:03.979,2017-05-16 20-34-03.979.jpg,1518,440,1797,839,0.7139009833335876
2017-05-16,2000-01-01 20:34:04.458,2017-05-16 20-34-04.458.jpg,1522,441,1796,838,0.7184463739395142
2017-05-16,2000-01-01 20:34:04.925,2017-05-16 20-34-04.925.jpg,1522,441,1796,838,0.7221145033836365
2017-05-16,2000-01-01 20:34:05.398,2017-05-16 20-34-05.398.jpg,1522,441,1796,838,0.7159318327903748
2017-05-16,2000-01-01 20:34:05.867,2017-05-16 20-34-05.867.jpg,197,24,344,238,0.5616605281829834
2017-05-16,2000-01-01 20:34:05.867,2017-05-16 20-34-05.867.jpg,1518,440,1798,839,0.713295578956604
2017-05-16,2000-01-01 20:34:06.403,2017-05-16 20-34-06.403.jpg,188,31,352,256,0.6817519068717957
2017-05-16,2000-01-01 20:34:06.403,2017-05-16 20-34-06.403.jpg,1147,34,1322,242,0.5084241628646851
2017-05-16,2000-01-01 20:34:06.403,2017-05-16 20-34-06.403.jpg,1518,440,1798,839,0.7128262519836426
2017-05-16,2000-01-01 20:34:06.874,2017-05-16 20-34-06.874.jpg,181,26,357,259,0.6998684406280518
2017-05-16,2000-01-01 20:34:06.874,2017-05-16 20-34-06.874.jpg,1146,34,1322,248,0.5296037793159485
2017-05-16,2000-01-01 20:34:06.874,2017-05-16 20-34-06.874.jpg,1519,441,1797,839,0.7133256196975708
2017-05-16,2000-01-01 20:34:07.348,2017-05-16 20-34-07.348.jpg,192,25,367,268,0.7101143598556519
2017-05-16,2000-01-01 20:34:07.348,2017-05-16 20-34-07.348.jpg,1159,20,1335,258,0.6134541034698486
2017-05-16,2000-01-01 20:34:07.348,2017-05-16 20-34-07.348.jpg,1519,442,1797,838,0.7093740105628967
2017-05-16,2000-01-01 20:34:07.824,2017-05-16 20-34-07.824.jpg,223,11,401,275,0.6657963991165161
2017-05-16,2000-01-01 20:34:07.824,2017-05-16 20-34-07.824.jpg,1175,19,1353,258,0.6619300246238708
2017-05-16,2000-01-01 20:34:07.824,2017-05-16 20-34-07.824.jpg,1519,441,1797,838,0.7106370329856873
2017-05-16,2000-01-01 20:34:08.292,2017-05-16 20-34-08.292.jpg,167,5,396,261,0.6641128063201904
2017-05-16,2000-01-01 20:34:08.292,2017-05-16 20-34-08.292.jpg,1140,16,1377,251,0.574427604675293
