Date,Timestamp,Filename,TopLeftX,TopLeftY,BottomRightX,BottomRightY,Confidence
2017-05-16,2000-01-01 12:43:07.072,2017-05-16 12-43-07.072.jpg,807,227,928,419,0.6913464665412903
2017-05-16,2000-01-01 12:43:07.464,2017-05-16 12-43-07.464.jpg,807,228,928,419,0.6899065971374512
2017-05-16,2000-01-01 12:43:07.842,2017-05-16 12-43-07.842.jpg,806,228,927,420,0.6964439749717712
2017-05-16,2000-01-01 12:43:08.223,2017-05-16 12-43-08.223.jpg,807,229,929,419,0.7026091814041138
2017-05-16,2000-01-01 12:43:08.601,2017-05-16 12-43-08.601.jpg,807,226,929,417,0.6932876110076904
2017-05-16,2000-01-01 12:43:08.987,2017-05-16 12-43-08.987.jpg,804,229,930,417,0.6735842227935791
2017-05-16,2000-01-01 12:43:09.419,2017-05-16 12-43-09.419.jpg,804,231,929,417,0.6490554213523865
2017-05-16,2000-01-01 12:43:09.805,2017-05-16 12-43-09.805.jpg,806,230,930,420,0.6517908573150635
2017-05-16,2000-01-01 12:43:10.181,2017-05-16 12-43-10.181.jpg,804,230,931,418,0.6660352349281311
2017-05-16,2000-01-01 12:43:10.564,2017-05-16 12-43-10.564.jpg,801,228,929,417,0.6638805866241455
2017-05-16,2000-01-01 12:43:10.937,2017-05-16 12-43-10.937.jpg,801,230,925,414,0.6333832740783691
2017-05-16,2000-01-01 12:43:11.402,2017-05-16 12-43-11.402.jpg,803,233,926,410,0.6247962117195129
2017-05-16,2000-01-01 12:43:11.793,2017-05-16 12-43-11.793.jpg,802,231,924,413,0.6223207712173462
2017-05-16,2000-01-01 12:43:12.171,2017-05-16 12-43-12.171.jpg,799,229,922,412,0.6106279492378235
2017-05-16,2000-01-01 12:43:12.547,2017-05-16 12-43-12.547.jpg,795,233,923,410,0.5463137626647949
2017-05-16,2000-01-01 12:43:12.921,2017-05-16 12-43-12.921.jpg,791,228,922,411,0.5855982303619385
2017-05-16,2000-01-01 12:43:13.299,2017-05-16 12-43-13.299.jpg,784,230,922,409,0.5216662883758545
2017-05-16,2000-01-01 12:43:13.722,2017-05-16 12-43-13.722.jpg,786,229,921,410,0.5277575850486755
2017-05-16,2000-01-01 12:43:15.244,2017-05-16 12-43-15.244.jpg,770,230,916,411,0.5394599437713623
2017-05-16,2000-01-01 12:43:15.622,2017-05-16 12-43-15.622.jpg,763,231,912,406,0.5209066271781921
2017-05-16,2000-01-01 12:43:16.001,2017-05-16 12-43-16.001.jpg,763,226,910,408,0.5617713928222656
2017-05-16,2000-01-01 12:43:16.448,2017-05-16 12-43-16.448.jpg,760,219,898,416,0.5903975963592529
2017-05-16,2000-01-01 12:43:16.837,2017-05-16 12-43-16.837.jpg,753,215,901,421,0.599363386631012
2017-05-16,2000-01-01 12:43:17.221,2017-05-16 12-43-17.221.jpg,752,214,900,422,0.6438376307487488
2017-05-16,2000-01-01 12:43:17.625,2017-05-16 12-43-17.625.jpg,753,209,897,426,0.6406924724578857
2017-05-16,2000-01-01 12:43:18.072,2017-05-16 12-43-18.072.jpg,750,213,897,420,0.5520445704460144
2017-05-16,2000-01-01 12:43:18.461,2017-05-16 12-43-18.461.jpg,756,209,885,423,0.5938879251480103
2017-05-16,2000-01-01 12:43:18.891,2017-05-16 12-43-18.891.jpg,751,211,887,421,0.6060176491737366
2017-05-16,2000-01-01 12:43:19.293,2017-05-16 12-43-19.293.jpg,753,214,888,416,0.5804330706596375
2017-05-16,2000-01-01 12:43:19.677,2017-05-16 12-43-19.677.jpg,752,213,890,417,0.5781345963478088
2017-05-16,2000-01-01 12:43:20.061,2017-05-16 12-43-20.061.jpg,750,212,891,418,0.5422744154930115
2017-05-16,2000-01-01 12:43:20.442,2017-05-16 12-43-20.442.jpg,752,215,893,416,0.5526361465454102
2017-05-16,2000-01-01 12:43:20.827,2017-05-16 12-43-20.827.jpg,751,215,889,416,0.5535440444946289
2017-05-16,2000-01-01 12:43:21.277,2017-05-16 12-43-21.277.jpg,751,214,890,417,0.5605558753013611
2017-05-16,2000-01-01 12:43:21.666,2017-05-16 12-43-21.666.jpg,751,214,891,417,0.57395339012146
2017-05-16,2000-01-01 12:43:22.062,2017-05-16 12-43-22.062.jpg,751,213,893,416,0.5734654664993286
2017-05-16,2000-01-01 12:43:22.437,2017-05-16 12-43-22.437.jpg,750,214,895,415,0.6064620614051819
2017-05-16,2000-01-01 12:43:22.814,2017-05-16 12-43-22.814.jpg,749,214,894,416,0.6121174693107605
2017-05-16,2000-01-01 12:43:23.191,2017-05-16 12-43-23.191.jpg,748,212,897,417,0.6253934502601624
2017-05-16,2000-01-01 12:43:23.565,2017-05-16 12-43-23.565.jpg,746,212,897,418,0.6358820796012878
2017-05-16,2000-01-01 12:43:23.950,2017-05-16 12-43-23.950.jpg,747,211,893,420,0.6458017826080322
2017-05-16,2000-01-01 12:43:24.380,2017-05-16 12-43-24.380.jpg,749,211,893,421,0.655072808265686
2017-05-16,2000-01-01 12:43:24.777,2017-05-16 12-43-24.777.jpg,750,212,890,421,0.6559737324714661
2017-05-16,2000-01-01 12:43:25.159,2017-05-16 12-43-25.159.jpg,750,211,890,421,0.6497673392295837
2017-05-16,2000-01-01 12:43:25.543,2017-05-16 12-43-25.543.jpg,749,211,892,423,0.6709232926368713
2017-05-16,2000-01-01 12:43:25.922,2017-05-16 12-43-25.922.jpg,748,215,895,420,0.6649266481399536
2017-05-16,2000-01-01 12:43:26.374,2017-05-16 12-43-26.374.jpg,748,215,896,422,0.6600091457366943
2017-05-16,2000-01-01 12:43:26.765,2017-05-16 12-43-26.765.jpg,749,215,895,420,0.6428732872009277
2017-05-16,2000-01-01 12:43:27.148,2017-05-16 12-43-27.148.jpg,751,215,891,418,0.6197035312652588
2017-05-16,2000-01-01 12:43:27.523,2017-05-16 12-43-27.523.jpg,750,214,894,421,0.6604346036911011
2017-05-16,2000-01-01 12:43:27.897,2017-05-16 12-43-27.897.jpg,749,214,897,422,0.6701828837394714
2017-05-16,2000-01-01 12:43:28.282,2017-05-16 12-43-28.282.jpg,750,210,897,423,0.6984164714813232
2017-05-16,2000-01-01 12:43:28.660,2017-05-16 12-43-28.660.jpg,749,211,897,424,0.7055288553237915
2017-05-16,2000-01-01 12:43:29.037,2017-05-16 12-43-29.037.jpg,749,210,899,423,0.7217980623245239
2017-05-16,2000-01-01 12:43:29.428,2017-05-16 12-43-29.428.jpg,751,210,901,423,0.7247059345245361
2017-05-16,2000-01-01 12:43:29.804,2017-05-16 12-43-29.804.jpg,752,213,901,420,0.6986420154571533
2017-05-16,2000-01-01 12:43:30.189,2017-05-16 12-43-30.189.jpg,753,217,898,421,0.6947213411331177
2017-05-16,2000-01-01 12:43:30.569,2017-05-16 12-43-30.569.jpg,754,216,894,422,0.702931821346283
2017-05-16,2000-01-01 12:43:30.951,2017-05-16 12-43-30.951.jpg,752,211,897,428,0.7087284922599792
2017-05-16,2000-01-01 12:43:31.401,2017-05-16 12-43-31.401.jpg,753,211,896,428,0.6972298622131348
2017-05-16,2000-01-01 12:43:31.787,2017-05-16 12-43-31.787.jpg,752,215,897,426,0.7029111385345459
2017-05-16,2000-01-01 12:43:32.169,2017-05-16 12-43-32.169.jpg,752,216,898,427,0.7188911437988281
2017-05-16,2000-01-01 12:43:32.577,2017-05-16 12-43-32.577.jpg,752,219,899,424,0.7092546820640564
2017-05-16,2000-01-01 12:43:33.000,2017-05-16 12-43-33.000.jpg,753,219,900,424,0.6965030431747437
2017-05-16,2000-01-01 12:43:33.397,2017-05-16 12-43-33.397.jpg,753,219,902,422,0.6910475492477417
2017-05-16,2000-01-01 12:43:33.820,2017-05-16 12-43-33.820.jpg,752,218,902,424,0.6983144879341125
2017-05-16,2000-01-01 12:43:34.241,2017-05-16 12-43-34.241.jpg,751,218,903,423,0.6894063949584961
2017-05-16,2000-01-01 12:43:34.616,2017-05-16 12-43-34.616.jpg,752,217,903,424,0.7024859189987183
2017-05-16,2000-01-01 12:43:34.994,2017-05-16 12-43-34.994.jpg,751,219,903,422,0.6815884709358215
2017-05-16,2000-01-01 12:43:35.378,2017-05-16 12-43-35.378.jpg,751,217,905,423,0.6808221936225891
