Date,Timestamp,Filename,TopLeftX,TopLeftY,BottomRightX,BottomRightY,Confidence
2017-05-16,2908-04-02 07:58:40.311181,2017-05-16 07-58-40.311181.jpg,334,179,650,528,0.7684438228607178
2017-05-16,2908-04-02 07:58:40.738808,2017-05-16 07-58-40.738808.jpg,210,10,784,526,0.7989699840545654
2017-05-16,2908-04-02 07:58:44.498140,2017-05-16 07-58-44.498140.jpg,300,141,659,539,0.722795307636261
2017-05-16,2908-04-02 07:58:44.925216,2017-05-16 07-58-44.925216.jpg,323,63,783,533,0.7849811315536499
2017-05-16,2908-04-02 07:58:45.357886,2017-05-16 07-58-45.357886.jpg,234,8,748,516,0.8556075692176819
2017-05-16,2908-04-02 07:58:45.785515,2017-05-16 07-58-45.785515.jpg,264,31,844,495,0.5479255318641663
2017-05-16,2908-04-02 07:58:49.306437,2017-05-16 07-58-49.306437.jpg,338,183,649,530,0.6918961405754089
2017-05-16,2908-04-02 07:58:49.734859,2017-05-16 07-58-49.734859.jpg,337,29,785,508,0.8634851574897766
2017-05-16,2908-04-02 07:58:49.734859,2017-05-16 07-58-49.734859.jpg,849,0,958,531,0.6255578994750977
2017-05-16,2908-04-02 07:58:50.165133,2017-05-16 07-58-50.165133.jpg,158,45,833,500,0.7307491302490234
2017-05-16,2908-04-02 07:58:53.895220,2017-05-16 07-58-53.895220.jpg,335,170,641,539,0.6691026091575623
2017-05-16,2908-04-02 07:58:54.413753,2017-05-16 07-58-54.413753.jpg,352,35,776,527,0.7538318634033203
2017-05-16,2908-04-02 07:58:54.881409,2017-05-16 07-58-54.881409.jpg,158,45,833,500,0.7307491302490234
2017-05-16,2908-04-02 07:58:58.581324,2017-05-16 07-58-58.581324.jpg,335,170,641,539,0.6691026091575623
2017-05-16,2908-04-02 07:58:59.017297,2017-05-16 07-58-59.017297.jpg,352,35,776,527,0.7538318634033203
2017-05-16,2908-04-02 07:58:59.555638,2017-05-16 07-58-59.555638.jpg,189,30,808,503,0.8258288502693176
2017-05-16,2908-04-02 07:59:03.115927,2017-05-16 07-59-03.115927.jpg,322,108,673,528,0.8609136343002319
2017-05-16,2908-04-02 07:59:03.568807,2017-05-16 07-59-03.568807.jpg,358,65,741,539,0.8398587107658386
2017-05-16,2908-04-02 07:59:04.042686,2017-05-16 07-59-04.042686.jpg,250,5,740,519,0.8871298432350159
2017-05-16,2908-04-02 07:59:08.200942,2017-05-16 07-59-08.200942.jpg,357,53,750,539,0.7643747329711914
2017-05-16,2908-04-02 07:59:08.655593,2017-05-16 07-59-08.655593.jpg,261,1,733,524,0.9075847268104553
2017-05-16,2908-04-02 07:59:12.574485,2017-05-16 07-59-12.574485.jpg,335,170,641,539,0.6691026091575623
2017-05-16,2908-04-02 07:59:12.988954,2017-05-16 07-59-12.988954.jpg,352,35,776,527,0.7538318634033203
2017-05-16,2908-04-02 07:59:13.417967,2017-05-16 07-59-13.417967.jpg,290,8,803,530,0.7822285890579224
2017-05-16,2908-04-02 07:59:17.012714,2017-05-16 07-59-17.012714.jpg,322,108,673,528,0.8609136343002319
2017-05-16,2908-04-02 07:59:17.867650,2017-05-16 07-59-17.867650.jpg,332,15,786,524,0.8376823663711548
2017-05-16,2908-04-02 07:59:18.320158,2017-05-16 07-59-18.320158.jpg,153,40,944,489,0.7104098200798035
2017-05-16,2908-04-02 07:59:21.983356,2017-05-16 07-59-21.983356.jpg,340,175,645,531,0.7069860696792603
2017-05-16,2908-04-02 07:59:22.422909,2017-05-16 07-59-22.422909.jpg,337,29,785,508,0.8634851574897766
2017-05-16,2908-04-02 07:59:22.422909,2017-05-16 07-59-22.422909.jpg,849,0,958,531,0.6255578994750977
2017-05-16,2908-04-02 07:59:22.843808,2017-05-16 07-59-22.843808.jpg,149,39,841,498,0.7989232540130615
2017-05-16,2908-04-02 07:59:26.665047,2017-05-16 07-59-26.665047.jpg,340,175,645,531,0.7069860696792603
2017-05-16,2908-04-02 07:59:27.075957,2017-05-16 07-59-27.075957.jpg,335,20,787,509,0.9168170094490051
2017-05-16,2908-04-02 07:59:27.075957,2017-05-16 07-59-27.075957.jpg,848,0,956,533,0.6943725347518921
2017-05-16,2908-04-02 07:59:27.508285,2017-05-16 07-59-27.508285.jpg,149,39,841,498,0.7989232540130615
2017-05-16,2908-04-02 07:59:31.496505,2017-05-16 07-59-31.496505.jpg,367,104,723,520,0.7769753932952881
2017-05-16,2908-04-02 07:59:31.898389,2017-05-16 07-59-31.898389.jpg,319,20,777,508,0.9017168879508972
2017-05-16,2908-04-02 07:59:32.725395,2017-05-16 07-59-32.725395.jpg,153,44,953,487,0.7526360154151917
2017-05-16,2908-04-02 07:59:35.976892,2017-05-16 07-59-35.976892.jpg,334,179,650,528,0.7684438228607178
2017-05-16,2908-04-02 07:59:36.375296,2017-05-16 07-59-36.375296.jpg,337,29,785,508,0.8634851574897766
2017-05-16,2908-04-02 07:59:36.375296,2017-05-16 07-59-36.375296.jpg,849,0,958,531,0.6255578994750977
2017-05-16,2908-04-02 07:59:36.787667,2017-05-16 07-59-36.787667.jpg,189,30,808,503,0.8258288502693176
2017-05-16,2908-04-02 07:59:40.827198,2017-05-16 07-59-40.827198.jpg,367,104,723,520,0.7769753932952881
2017-05-16,2908-04-02 07:59:41.227076,2017-05-16 07-59-41.227076.jpg,319,20,777,508,0.9017168879508972
2017-05-16,2908-04-02 07:59:41.652237,2017-05-16 07-59-41.652237.jpg,153,44,953,487,0.7526360154151917
2017-05-16,2908-04-02 07:59:45.134552,2017-05-16 07-59-45.134552.jpg,300,141,659,539,0.722795307636261
2017-05-16,2908-04-02 07:59:45.532653,2017-05-16 07-59-45.532653.jpg,358,65,741,539,0.8398587107658386
2017-05-16,2908-04-02 07:59:45.925464,2017-05-16 07-59-45.925464.jpg,259,4,736,527,0.8636850714683533
2017-05-16,2908-04-02 07:59:46.324786,2017-05-16 07-59-46.324786.jpg,153,44,953,487,0.7526360154151917
2017-05-16,2908-04-02 07:59:49.860597,2017-05-16 07-59-49.860597.jpg,335,170,641,539,0.6691026091575623
2017-05-16,2908-04-02 07:59:50.249285,2017-05-16 07-59-50.249285.jpg,349,57,762,510,0.8034818768501282
2017-05-16,2908-04-02 07:59:50.642074,2017-05-16 07-59-50.642074.jpg,250,5,740,519,0.8871298432350159
2017-05-16,2908-04-02 07:59:51.034095,2017-05-16 07-59-51.034095.jpg,219,40,881,494,0.5063121914863586
2017-05-16,2908-04-02 07:59:54.874883,2017-05-16 07-59-54.874883.jpg,357,53,750,539,0.7643747329711914
