Date,Timestamp,Filename,TopLeftX,TopLeftY,BottomRightX,BottomRightY,Confidence
2017-05-16,2908-04-02 09:01:32.350790,2017-05-16 09-01-32.350790.jpg,501,151,561,256,0.5055742263793945
2017-05-16,2908-04-02 09:01:32.785657,2017-05-16 09-01-32.785657.jpg,501,151,561,256,0.5063666105270386
2017-05-16,2908-04-02 09:01:33.246179,2017-05-16 09-01-33.246179.jpg,501,152,562,256,0.5104504227638245
2017-05-16,2908-04-02 09:01:35.331771,2017-05-16 09-01-35.331771.jpg,501,153,562,256,0.5081706643104553
2017-05-16,2908-04-02 09:01:46.677382,2017-05-16 09-01-46.677382.jpg,503,151,560,255,0.5013867020606995
2017-05-16,2908-04-02 09:01:50.954914,2017-05-16 09-01-50.954914.jpg,1,21,161,386,0.6054384708404541
2017-05-16,2908-04-02 09:01:51.342551,2017-05-16 09-01-51.342551.jpg,175,25,390,374,0.5837410092353821
2017-05-16,2908-04-02 09:01:51.751982,2017-05-16 09-01-51.751982.jpg,232,31,427,361,0.7025737166404724
2017-05-16,2908-04-02 09:01:52.147292,2017-05-16 09-01-52.147292.jpg,323,20,426,337,0.7015632390975952
2017-05-16,2908-04-02 09:01:52.534293,2017-05-16 09-01-52.534293.jpg,318,26,421,324,0.7906397581100464
2017-05-16,2908-04-02 09:01:52.936343,2017-05-16 09-01-52.936343.jpg,313,66,400,287,0.6589574217796326
2017-05-16,2908-04-02 09:02:19.410870,2017-05-16 09-02-19.410870.jpg,233,119,288,237,0.538543164730072
2017-05-16,2908-04-02 09:02:34.491549,2017-05-16 09-02-34.491549.jpg,239,136,298,258,0.5442920327186584
2017-05-16,2908-04-02 09:02:35.250136,2017-05-16 09-02-35.250136.jpg,285,103,340,252,0.6299081444740295
2017-05-16,2908-04-02 09:02:36.066056,2017-05-16 09-02-36.066056.jpg,315,83,403,301,0.6986507773399353
2017-05-16,2908-04-02 09:02:36.434778,2017-05-16 09-02-36.434778.jpg,319,50,410,333,0.7666601538658142
2017-05-16,2908-04-02 09:02:36.823464,2017-05-16 09-02-36.823464.jpg,310,55,407,337,0.8247721195220947
2017-05-16,2908-04-02 09:02:37.208289,2017-05-16 09-02-37.208289.jpg,274,94,426,351,0.757827877998352
2017-05-16,2908-04-02 09:02:37.604779,2017-05-16 09-02-37.604779.jpg,276,102,429,345,0.7790214419364929
2017-05-16,2908-04-02 09:02:38.007884,2017-05-16 09-02-38.007884.jpg,267,105,434,346,0.8200706243515015
2017-05-16,2908-04-02 09:02:38.394937,2017-05-16 09-02-38.394937.jpg,271,112,435,343,0.7958000302314758
2017-05-16,2908-04-02 09:02:38.815528,2017-05-16 09-02-38.815528.jpg,265,121,437,342,0.8167585730552673
2017-05-16,2908-04-02 09:02:39.227058,2017-05-16 09-02-39.227058.jpg,271,118,428,345,0.8075496554374695
2017-05-16,2908-04-02 09:02:39.660594,2017-05-16 09-02-39.660594.jpg,269,117,430,343,0.7984239459037781
2017-05-16,2908-04-02 09:02:40.037338,2017-05-16 09-02-40.037338.jpg,268,127,436,342,0.786834180355072
2017-05-16,2908-04-02 09:02:40.415052,2017-05-16 09-02-40.415052.jpg,281,43,425,339,0.7891783118247986
2017-05-16,2908-04-02 09:02:40.867820,2017-05-16 09-02-40.867820.jpg,251,28,422,328,0.6793981790542603
2017-05-16,2908-04-02 09:02:41.622969,2017-05-16 09-02-41.622969.jpg,284,24,461,325,0.5213509202003479
2017-05-16,2908-04-02 09:02:41.989544,2017-05-16 09-02-41.989544.jpg,303,7,438,337,0.7590567469596863
2017-05-16,2908-04-02 09:02:42.368948,2017-05-16 09-02-42.368948.jpg,292,11,423,339,0.7539013624191284
2017-05-16,2908-04-02 09:02:42.739270,2017-05-16 09-02-42.739270.jpg,288,17,411,339,0.6514143347740173
2017-05-16,2908-04-02 09:02:43.113889,2017-05-16 09-02-43.113889.jpg,288,18,414,336,0.714809000492096
2017-05-16,2908-04-02 09:02:43.491709,2017-05-16 09-02-43.491709.jpg,286,18,417,335,0.7306728959083557
2017-05-16,2908-04-02 09:02:43.866976,2017-05-16 09-02-43.866976.jpg,290,9,411,342,0.7808807492256165
2017-05-16,2908-04-02 09:02:44.267113,2017-05-16 09-02-44.267113.jpg,290,10,411,341,0.7753899097442627
2017-05-16,2908-04-02 09:02:44.643687,2017-05-16 09-02-44.643687.jpg,292,8,408,343,0.7732535600662231
2017-05-16,2908-04-02 09:02:45.023163,2017-05-16 09-02-45.023163.jpg,293,7,410,343,0.7919239401817322
2017-05-16,2908-04-02 09:02:45.388142,2017-05-16 09-02-45.388142.jpg,292,7,410,344,0.7910463809967041
2017-05-16,2908-04-02 09:02:45.834151,2017-05-16 09-02-45.834151.jpg,292,6,411,345,0.7951614856719971
2017-05-16,2908-04-02 09:02:46.210523,2017-05-16 09-02-46.210523.jpg,294,9,408,343,0.7766173481941223
2017-05-16,2908-04-02 09:02:46.576675,2017-05-16 09-02-46.576675.jpg,295,9,407,342,0.764844536781311
2017-05-16,2908-04-02 09:02:46.948867,2017-05-16 09-02-46.948867.jpg,293,20,408,334,0.7113472819328308
2017-05-16,2908-04-02 09:02:47.315722,2017-05-16 09-02-47.315722.jpg,294,16,407,339,0.6601959466934204
2017-05-16,2908-04-02 09:02:47.712481,2017-05-16 09-02-47.712481.jpg,276,10,400,347,0.7077550292015076
2017-05-16,2908-04-02 09:02:48.117059,2017-05-16 09-02-48.117059.jpg,263,31,377,361,0.692086935043335
2017-05-16,2908-04-02 09:02:48.493126,2017-05-16 09-02-48.493126.jpg,255,37,377,355,0.7015396952629089
2017-05-16,2908-04-02 09:02:48.868616,2017-05-16 09-02-48.868616.jpg,247,23,372,367,0.7591654658317566
2017-05-16,2908-04-02 09:02:49.287343,2017-05-16 09-02-49.287343.jpg,239,28,369,363,0.5638519525527954
2017-05-16,2908-04-02 09:02:49.654728,2017-05-16 09-02-49.654728.jpg,208,13,359,379,0.7303657531738281
2017-05-16,2908-04-02 09:02:50.035269,2017-05-16 09-02-50.035269.jpg,208,8,352,383,0.7065720558166504
2017-05-16,2908-04-02 09:02:50.411717,2017-05-16 09-02-50.411717.jpg,239,41,383,347,0.6416547894477844
2017-05-16,2908-04-02 09:02:50.848304,2017-05-16 09-02-50.848304.jpg,260,0,385,356,0.7218109965324402
2017-05-16,2908-04-02 09:02:51.233952,2017-05-16 09-02-51.233952.jpg,268,38,401,352,0.5534931421279907
2017-05-16,2908-04-02 09:02:51.608154,2017-05-16 09-02-51.608154.jpg,297,0,409,368,0.5654794573783875
2017-05-16,2908-04-02 09:02:51.999683,2017-05-16 09-02-51.999683.jpg,322,25,430,357,0.5950474739074707
2017-05-16,2908-04-02 09:02:52.388715,2017-05-16 09-02-52.388715.jpg,337,7,435,349,0.6896765232086182
2017-05-16,2908-04-02 09:02:52.769987,2017-05-16 09-02-52.769987.jpg,332,38,426,318,0.791484534740448
2017-05-16,2908-04-02 09:02:53.142737,2017-05-16 09-02-53.142737.jpg,321,45,411,308,0.7996805906295776
2017-05-16,2908-04-02 09:02:53.521452,2017-05-16 09-02-53.521452.jpg,312,55,402,304,0.7550684809684753
2017-05-16,2908-04-02 09:02:54.313610,2017-05-16 09-02-54.313610.jpg,299,85,366,260,0.5616820454597473
2017-05-16,2908-04-02 09:02:54.745738,2017-05-16 09-02-54.745738.jpg,291,104,340,244,0.531190037727356
2017-05-16,2908-04-02 09:02:55.976897,2017-05-16 09-02-55.976897.jpg,238,122,289,265,0.5352455377578735
2017-05-16,2908-04-02 09:02:56.368176,2017-05-16 09-02-56.368176.jpg,234,117,272,236,0.5300248861312866
2017-05-16,2908-04-02 09:03:10.978935,2017-05-16 09-03-10.978935.jpg,315,67,397,283,0.6898669004440308
2017-05-16,2908-04-02 09:03:11.346489,2017-05-16 09-03-11.346489.jpg,333,45,427,304,0.8144579529762268
2017-05-16,2908-04-02 09:03:11.715042,2017-05-16 09-03-11.715042.jpg,332,45,434,311,0.7550069093704224
2017-05-16,2908-04-02 09:03:12.131396,2017-05-16 09-03-12.131396.jpg,327,27,447,327,0.6585471630096436
2017-05-16,2908-04-02 09:03:12.495265,2017-05-16 09-03-12.495265.jpg,277,25,429,368,0.7321208119392395
2017-05-16,2908-04-02 09:03:12.856791,2017-05-16 09-03-12.856791.jpg,218,36,394,364,0.5982893109321594
2017-05-16,2908-04-02 09:03:13.225864,2017-05-16 09-03-13.225864.jpg,19,5,328,382,0.6992354989051819
2017-05-16,2908-04-02 09:03:13.592763,2017-05-16 09-03-13.592763.jpg,0,0,247,397,0.618592381477356
2017-05-16,2908-04-02 09:03:16.603223,2017-05-16 09-03-16.603223.jpg,239,0,393,363,0.6372212767601013
2017-05-16,2908-04-02 09:03:16.961772,2017-05-16 09-03-16.961772.jpg,279,0,397,349,0.7338376641273499
2017-05-16,2908-04-02 09:03:17.337362,2017-05-16 09-03-17.337362.jpg,318,46,409,303,0.8023987412452698
2017-05-16,2908-04-02 09:03:17.743254,2017-05-16 09-03-17.743254.jpg,323,56,399,286,0.7988409399986267
2017-05-16,2908-04-02 09:03:18.176590,2017-05-16 09-03-18.176590.jpg,308,90,366,254,0.5046545267105103
2017-05-16,2908-04-02 09:03:18.547968,2017-05-16 09-03-18.547968.jpg,306,94,365,257,0.5897624492645264
2017-05-16,2908-04-02 09:03:18.971482,2017-05-16 09-03-18.971482.jpg,312,103,358,248,0.6977334022521973
2017-05-16,2908-04-02 09:03:19.376078,2017-05-16 09-03-19.376078.jpg,313,106,355,245,0.6491166949272156
2017-05-16,2908-04-02 09:03:24.630866,2017-05-16 09-03-24.630866.jpg,387,116,424,157,0.5289160013198853
2017-05-16,2908-04-02 09:03:25.004042,2017-05-16 09-03-25.004042.jpg,384,111,420,160,0.5393600463867188
2017-05-16,2908-04-02 09:03:25.375331,2017-05-16 09-03-25.375331.jpg,384,110,420,162,0.5241501927375793
2017-05-16,2908-04-02 09:03:27.634331,2017-05-16 09-03-27.634331.jpg,313,113,350,242,0.6658185124397278
2017-05-16,2908-04-02 09:03:27.996630,2017-05-16 09-03-27.996630.jpg,295,111,337,230,0.5690146088600159
2017-05-16,2908-04-02 09:03:28.362463,2017-05-16 09-03-28.362463.jpg,285,98,327,243,0.6568892598152161
2017-05-16,2908-04-02 09:03:28.724450,2017-05-16 09-03-28.724450.jpg,295,96,351,247,0.6371331214904785
2017-05-16,2908-04-02 09:03:29.100756,2017-05-16 09-03-29.100756.jpg,304,93,356,251,0.6209070682525635
2017-05-16,2908-04-02 09:03:29.487362,2017-05-16 09-03-29.487362.jpg,339,79,410,256,0.646074116230011
2017-05-16,2908-04-02 09:03:30.217757,2017-05-16 09-03-30.217757.jpg,371,24,462,312,0.7304942607879639
2017-05-16,2908-04-02 09:03:30.658180,2017-05-16 09-03-30.658180.jpg,358,12,456,333,0.5766119360923767
2017-05-16,2908-04-02 09:03:31.385241,2017-05-16 09-03-31.385241.jpg,20,15,329,378,0.7876767516136169
2017-05-16,2908-04-02 09:03:35.992777,2017-05-16 09-03-35.992777.jpg,36,18,318,376,0.8894739747047424
